"","GO.ID","Term","KS"
"2591","GO:0050789","regulation of biological process","0.30"
"2592","GO:0065007","biological regulation","0.30"
"2593","GO:0007275","multicellular organism development","0.32"
"2594","GO:0032502","developmental process","0.32"
"2595","GO:0048856","anatomical structure development","0.32"
"2596","GO:0006793","phosphorus metabolic process","0.33"
"2597","GO:0006796","phosphate-containing compound metabolic ...","0.33"
"2598","GO:0051179","localization","0.35"
"2599","GO:0048583","regulation of response to stimulus","0.46"
"2600","GO:0048731","system development","0.56"
"2601","GO:0010811","positive regulation of cell-substrate ad...","0.0083"
"2602","GO:0050806","positive regulation of synaptic transmis...","0.0096"
"2603","GO:0006631","fatty acid metabolic process","0.0102"
"2604","GO:0044283","small molecule biosynthetic process","0.0107"
"2605","GO:0090066","regulation of anatomical structure size","0.0119"
"2606","GO:0045055","regulated exocytosis","0.0147"
"2607","GO:0006810","transport","0.0149"
"2608","GO:1901617","organic hydroxy compound biosynthetic pr...","0.0152"
"2609","GO:0031400","negative regulation of protein modificat...","0.0159"
"2610","GO:0030001","metal ion transport","0.0173"
"2611","GO:0008150","biological_process","1"
"2612","GO:0009987","cellular process","1"
"2613",NA,NA,"NA"
"2614",NA,NA,"NA"
"2615",NA,NA,"NA"
"2616",NA,NA,"NA"
"2617",NA,NA,"NA"
"2618",NA,NA,"NA"
"2619",NA,NA,"NA"
"2620",NA,NA,"NA"
"2621","GO:0007179","transforming growth factor beta receptor...","0.0068"
"2622","GO:1901699","cellular response to nitrogen compound","0.0115"
"2623","GO:0071417","cellular response to organonitrogen comp...","0.0117"
"2624","GO:0034622","cellular protein-containing complex asse...","0.0192"
"2625","GO:0022402","cell cycle process","0.0193"
"2626","GO:0065003","protein-containing complex assembly","0.0199"
"2627","GO:1903047","mitotic cell cycle process","0.0240"
"2628","GO:0008406","gonad development","0.0291"
"2629","GO:1901654","response to ketone","0.0324"
"2630","GO:0045137","development of primary sexual characteri...","0.0330"
"2631","GO:0046483","heterocycle metabolic process","0.0093"
"2632","GO:0006139","nucleobase-containing compound metabolic...","0.0182"
"2633","GO:0006725","cellular aromatic compound metabolic pro...","0.0182"
"2634","GO:0034641","cellular nitrogen compound metabolic pro...","0.0242"
"2635","GO:1901360","organic cyclic compound metabolic proces...","0.0242"
"2636","GO:0018130","heterocycle biosynthetic process","0.0296"
"2637","GO:0044249","cellular biosynthetic process","0.0298"
"2638","GO:0010467","gene expression","0.0445"
"2639","GO:0016070","RNA metabolic process","0.0460"
"2640","GO:0019438","aromatic compound biosynthetic process","0.0480"
"2641","GO:0044237","cellular metabolic process","0.0072"
"2642","GO:0006807","nitrogen compound metabolic process","0.0120"
"2643","GO:0071704","organic substance metabolic process","0.0135"
"2644","GO:1901566","organonitrogen compound biosynthetic pro...","0.0140"
"2645","GO:0009058","biosynthetic process","0.0233"
"2646","GO:0044249","cellular biosynthetic process","0.0233"
"2647","GO:1901576","organic substance biosynthetic process","0.0233"
"2648","GO:0008152","metabolic process","0.0234"
"2649","GO:0031323","regulation of cellular metabolic process","0.0270"
"2650","GO:0019222","regulation of metabolic process","0.0318"
"2651","GO:0009058","biosynthetic process","0.028"
"2652","GO:0044249","cellular biosynthetic process","0.028"
"2653","GO:1901576","organic substance biosynthetic process","0.028"
"2654","GO:1901566","organonitrogen compound biosynthetic pro...","0.047"
"2655","GO:0034645","cellular macromolecule biosynthetic proc...","0.054"
"2656","GO:0031323","regulation of cellular metabolic process","0.065"
"2657","GO:0065003","protein-containing complex assembly","0.066"
"2658","GO:0009059","macromolecule biosynthetic process","0.080"
"2659","GO:0080090","regulation of primary metabolic process","0.085"
"2660","GO:0009889","regulation of biosynthetic process","0.097"
